city,day,maxtemp_c,mintemp_c,avgtemp_c,maxwind_kph,totalprecip_mm,avgvis_km,avghumidity,uv,text,icon
Belchatow,2020-07-27,24.7,16.2,21.9,10.1,4.0,8.3,73.0,0.0,Fog,//cdn.weatherapi.com/weather/64x64/day/248.png
Kutno,2018-03-06,3.0,-0.4,1.6,17.6,4.0,8.8,80.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Krotoszyn,2017-05-23,24.6,9.0,21.1,8.3,0.0,10.0,60.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Wroclaw,2017-06-21,25.1,13.3,22.6,14.0,0.4,10.0,61.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Wroclaw,2018-04-10,21.2,12.2,18.0,20.2,0.0,10.0,66.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Lublin,2019-06-12,29.2,18.9,26.3,18.7,5.1,9.6,74.0,0.0,Patchy light rain with thunder,//cdn.weatherapi.com/weather/64x64/day/386.png
Wroclaw,2020-07-24,23.8,13.4,21.1,11.5,3.2,9.8,69.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Jarocin,2020-01-08,4.2,-0.2,3.2,20.2,0.9,8.0,85.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Jarocin,2020-07-16,19.7,13.7,17.4,20.5,13.1,8.3,82.0,0.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png
Belchatow,2018-10-05,17.6,7.3,13.9,14.4,0.0,10.0,64.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Szczecin,2018-01-15,-0.2,-4.6,-1.9,32.8,0.0,10.0,64.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Belchatow,2018-10-10,21.1,11.7,17.0,13.3,0.0,10.0,64.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Rawicz,2019-09-29,16.9,12.3,15.6,23.4,1.2,9.3,72.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Lodz,2019-11-30,3.3,-0.5,1.1,26.3,0.1,9.6,78.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Pleszew,2017-02-11,-4.3,-8.1,-6.1,21.2,0.0,10.0,84.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Jarocin,2018-04-22,18.7,8.9,15.8,11.2,0.0,10.0,57.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Lodz,2019-04-05,19.3,8.9,15.8,16.9,0.6,10.0,58.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Bialystok,2020-09-08,17.6,8.5,15.3,24.5,0.0,8.0,76.0,0.0,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png
Jarocin,2017-06-13,18.3,12.0,16.5,27.4,0.6,10.0,74.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Wroclaw,2019-06-04,29.3,16.7,26.1,11.5,0.0,10.0,64.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Lodz,2017-08-17,26.8,15.5,23.0,7.9,0.1,7.8,69.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Plock,2018-05-18,18.8,10.7,15.7,21.6,4.3,8.8,87.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Pleszew,2020-03-14,4.3,0.2,2.6,38.2,0.0,10.0,59.0,0.0,Light snow,//cdn.weatherapi.com/weather/64x64/day/326.png
Kutno,2017-12-08,6.0,1.9,4.6,26.3,0.4,9.0,75.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Lodz,2020-08-27,16.7,14.6,16.1,35.3,1.2,7.7,71.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Gostyn,2021-01-04,2.1,-4.1,1.4,16.6,2.9,5.6,93.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Rawicz,2020-05-24,15.4,8.5,13.3,28.4,8.9,8.9,82.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Belchatow,2019-08-08,24.4,16.8,22.0,24.1,8.2,9.1,70.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Rawicz,2020-10-24,13.0,8.3,11.6,24.5,1.2,9.8,80.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Gostyn,2018-05-15,18.7,9.6,16.5,19.8,0.6,9.9,75.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Szczecin,2019-03-09,9.6,2.9,7.2,36.0,7.5,8.3,75.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Gostyn,2018-10-15,22.0,12.6,18.0,23.4,0.0,10.0,47.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Kutno,2019-09-03,20.5,13.1,18.2,13.0,5.5,9.8,64.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Lublin,2016-11-15,2.5,-2.2,0.1,13.7,0.0,8.0,83.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Rawicz,2019-03-04,14.2,7.4,11.8,29.9,0.8,9.0,65.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Plock,2019-06-28,22.2,12.7,19.9,19.4,0.5,7.8,71.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Plock,2020-01-05,1.7,-1.5,0.2,22.3,0.0,10.0,68.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Gostyn,2018-07-24,27.6,16.8,24.6,14.4,0.1,10.0,70.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Gostyn,2018-12-24,1.0,-0.2,0.6,24.8,1.86,8.5,77.0,0.0,Moderate snow,//cdn.weatherapi.com/weather/64x64/day/332.png
Lodz,2018-09-29,13.6,6.7,11.4,11.2,0.0,10.0,60.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Lodz,2018-12-01,-1.9,-6.5,-3.5,18.0,0.0,10.0,57.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Rawicz,2020-07-15,24.1,13.5,20.1,14.4,2.0,9.8,71.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Rawicz,2020-12-15,5.3,2.2,4.1,16.2,0.0,10.0,78.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Plock,2021-02-02,1.1,-5.5,-0.9,18.7,0.0,8.3,93.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Gostyn,2018-08-31,21.4,13.9,18.7,20.5,0.0,10.0,69.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Jarocin,2019-03-17,15.9,5.5,11.6,28.8,3.7,9.8,75.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Lodz,2018-10-04,12.8,5.9,10.1,23.8,0.0,10.0,74.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Wroclaw,2018-01-31,7.8,0.8,5.5,25.9,1.0,8.0,72.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Szczecin,2019-01-11,4.1,-1.0,2.4,18.7,2.7,7.8,90.0,0.0,Heavy snow,//cdn.weatherapi.com/weather/64x64/day/338.png
Lodz,2018-05-31,29.0,17.6,26.7,9.0,0.0,10.0,54.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Bialystok,2018-07-25,26.0,16.3,23.6,15.1,1.2,7.8,79.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Bialystok,2018-07-30,29.6,19.1,26.8,15.5,2.1,9.8,73.0,0.0,Thundery outbreaks possible,//cdn.weatherapi.com/weather/64x64/day/200.png
Pleszew,2019-07-15,22.3,11.3,19.5,12.6,0.1,10.0,59.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Jarocin,2020-04-29,13.9,7.0,12.5,14.4,0.3,9.9,84.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Bialystok,2020-01-27,2.2,-5.2,0.9,11.5,0.1,9.4,82.0,0.0,Moderate snow,//cdn.weatherapi.com/weather/64x64/day/332.png
Wroclaw,2020-02-05,2.7,0.2,1.8,35.6,3.0,4.5,77.0,0.0,Heavy snow,//cdn.weatherapi.com/weather/64x64/day/338.png
Belchatow,2017-09-10,22.6,16.0,20.0,19.1,0.8,9.0,68.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Gostyn,2017-07-12,25.9,14.5,21.5,16.2,13.4,8.3,80.0,0.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png
Jarocin,2018-01-03,4.6,1.1,3.4,33.8,5.2,8.4,84.0,0.0,Moderate or heavy sleet,//cdn.weatherapi.com/weather/64x64/day/320.png
Kutno,2018-03-31,8.5,1.1,7.1,24.8,12.5,9.4,85.0,0.0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png
Pleszew,2017-07-30,30.3,16.9,26.6,17.6,0.0,10.0,64.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Kutno,2019-05-29,16.3,8.9,13.2,20.2,1.6,9.9,78.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Gostyn,2017-12-12,7.6,3.0,5.8,30.6,0.1,10.0,75.0,0.0,Patchy light snow,//cdn.weatherapi.com/weather/64x64/day/323.png
Belchatow,2017-09-05,14.1,11.7,12.8,27.7,9.1,8.0,90.0,0.0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png
Szczecin,2018-05-05,17.8,5.7,14.6,16.6,0.0,10.0,64.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Wroclaw,2019-03-25,8.6,2.8,6.3,27.0,0.4,10.0,69.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Kutno,2020-02-04,4.2,2.0,3.6,25.2,0.8,9.2,80.0,0.0,Moderate or heavy snow showers,//cdn.weatherapi.com/weather/64x64/day/371.png
Jarocin,2019-05-09,13.9,9.3,11.7,25.6,4.2,6.5,80.0,0.0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png
Pleszew,2018-05-01,20.1,12.9,18.1,14.8,0.2,10.0,68.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Bialystok,2020-10-07,17.2,10.3,14.8,13.3,2.3,10.0,81.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Lublin,2019-11-23,1.4,-1.4,0.1,28.1,0.0,10.0,62.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Lublin,2019-04-23,16.5,7.5,14.1,40.7,0.0,10.0,51.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Bialystok,2020-10-12,13.1,7.7,11.4,13.7,1.8,7.4,83.0,0.0,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png
Szczecin,2021-01-20,4.6,1.3,4.1,23.8,4.4,9.6,87.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Kutno,2021-01-03,2.5,-6.1,1.2,16.9,1.0,6.8,90.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Szczecin,2019-07-19,27.0,14.4,23.2,10.1,2.3,9.8,68.0,0.0,Patchy light rain with thunder,//cdn.weatherapi.com/weather/64x64/day/386.png
Plock,2020-08-30,20.9,16.6,18.7,15.8,6.0,7.6,82.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Gostyn,2017-08-07,23.9,14.5,21.8,14.4,0.0,10.0,57.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Plock,2018-09-05,24.3,14.4,20.8,13.0,0.4,10.0,74.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Belchatow,2019-11-07,11.4,5.3,8.5,14.4,0.0,10.0,80.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Belchatow,2019-11-12,9.8,4.0,7.7,18.4,4.8,9.5,77.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Belchatow,2016-11-08,5.0,0.0,3.1,7.9,0.0,7.5,87.0,0.0,Freezing fog,//cdn.weatherapi.com/weather/64x64/day/260.png
Plock,2021-02-13,0.4,-11.4,-2.9,24.8,0.5,8.6,84.0,0.0,Moderate snow,//cdn.weatherapi.com/weather/64x64/day/332.png
Krotoszyn,2016-12-17,1.8,-2.3,-0.4,13.0,0.0,10.0,79.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Krotoszyn,2016-12-02,3.5,1.5,2.4,34.9,7.3,6.8,87.0,0.0,Heavy snow,//cdn.weatherapi.com/weather/64x64/day/338.png
Krotoszyn,2019-12-18,10.5,6.8,9.2,18.4,0.1,10.0,81.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Gostyn,2018-03-10,10.3,1.4,6.9,16.2,0.2,10.0,79.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Lublin,2016-12-28,1.2,-1.0,0.5,20.9,4.1,4.6,88.0,0.0,Moderate or heavy snow showers,//cdn.weatherapi.com/weather/64x64/day/371.png
Rawicz,2020-03-21,5.1,-0.1,3.3,29.2,1.3,7.9,63.0,0.0,Heavy snow,//cdn.weatherapi.com/weather/64x64/day/338.png
Rawicz,2020-04-28,20.6,9.0,17.6,11.9,0.9,9.9,66.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Kutno,2016-11-29,1.5,-1.9,0.7,29.9,1.8,5.1,86.0,0.0,Heavy snow,//cdn.weatherapi.com/weather/64x64/day/338.png
Rawicz,2020-11-28,3.6,-1.5,2.2,11.9,0.0,7.7,85.0,0.0,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png
Plock,2019-03-26,6.5,0.0,4.1,34.9,3.6,8.3,77.0,0.0,Moderate or heavy snow showers,//cdn.weatherapi.com/weather/64x64/day/371.png
Rawicz,2019-12-30,5.8,0.3,3.9,19.1,0.0,10.0,53.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Lodz,2021-02-27,5.1,2.6,4.1,25.2,0.2,10.0,81.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Rawicz,2019-07-30,28.1,19.8,25.4,22.0,28.7,7.3,79.0,0.0,Torrential rain shower,//cdn.weatherapi.com/weather/64x64/day/359.png
Gostyn,2018-11-19,3.8,1.0,2.8,26.3,2.2,7.4,81.0,0.0,Moderate or heavy snow showers,//cdn.weatherapi.com/weather/64x64/day/371.png
Jarocin,2017-07-19,26.4,13.5,23.7,13.0,1.0,9.9,67.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Bialystok,2018-11-13,9.4,5.1,7.9,24.5,3.2,8.6,82.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Bialystok,2017-11-09,4.7,1.1,3.7,15.5,0.1,10.0,85.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Bialystok,2018-11-06,14.5,7.7,11.2,15.1,0.2,10.0,81.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Jarocin,2019-01-22,-1.3,-4.3,-3.1,12.6,0.0,10.0,61.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Rawicz,2019-08-25,27.4,17.8,24.5,20.2,0.0,10.0,61.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Kutno,2019-09-12,22.0,13.9,19.2,19.4,0.0,10.0,67.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Jarocin,2021-02-16,-0.3,-6.9,-2.3,15.1,0.3,6.4,90.0,0.0,Moderate snow,//cdn.weatherapi.com/weather/64x64/day/332.png
Plock,2020-01-14,3.7,-4.2,2.2,20.5,0.0,10.0,81.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Jarocin,2018-05-28,26.6,15.5,24.0,20.2,0.2,10.0,73.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Pleszew,2019-05-20,23.1,12.9,20.1,21.6,2.6,8.9,78.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Wroclaw,2018-03-04,1.2,-8.4,-2.8,16.2,0.0,10.0,49.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Rawicz,2016-12-06,0.7,-1.9,0.1,16.9,0.3,9.4,81.0,0.0,Moderate snow,//cdn.weatherapi.com/weather/64x64/day/332.png
Pleszew,2017-05-05,19.6,5.0,16.0,9.4,0.0,8.0,77.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Kutno,2021-01-12,-0.3,-5.6,-1.1,27.0,3.5,7.6,88.0,0.0,Heavy snow,//cdn.weatherapi.com/weather/64x64/day/338.png
Plock,2020-08-21,28.8,17.4,25.6,10.4,0.0,10.0,51.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Bialystok,2020-06-24,24.4,16.5,22.0,20.9,14.4,8.9,83.0,0.0,Moderate rain at times,//cdn.weatherapi.com/weather/64x64/day/299.png
Wroclaw,2021-02-24,17.9,8.0,14.1,9.7,0.0,10.0,70.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Plock,2016-12-28,2.3,-0.6,1.2,25.6,0.0,10.0,81.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Plock,2018-09-14,19.4,13.2,17.0,8.6,0.3,9.4,72.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Lublin,2020-04-06,14.5,3.2,11.2,21.6,0.0,10.0,53.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Gostyn,2017-03-26,11.5,1.2,7.6,8.6,0.0,8.0,63.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Wroclaw,2019-01-10,0.2,-2.3,-0.8,18.7,4.5,3.6,92.0,0.0,Moderate or heavy snow showers,//cdn.weatherapi.com/weather/64x64/day/371.png
Jarocin,2017-01-07,-6.1,-10.4,-8.0,15.5,0.4,9.0,80.0,0.0,Light snow,//cdn.weatherapi.com/weather/64x64/day/326.png
Lublin,2020-11-06,8.2,4.3,7.0,20.5,0.0,10.0,90.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Belchatow,2021-01-26,0.0,-1.4,-0.4,24.1,0.8,7.7,87.0,0.0,Moderate snow,//cdn.weatherapi.com/weather/64x64/day/332.png
Belchatow,2019-07-31,26.0,17.0,22.9,14.8,3.6,9.5,71.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Kutno,2018-03-20,3.1,-4.0,0.4,20.2,0.1,10.0,54.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Belchatow,2019-07-24,24.2,16.3,22.0,12.2,1.5,7.8,80.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Kutno,2020-02-15,5.0,0.4,3.1,14.8,0.0,10.0,85.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Plock,2017-11-18,5.2,0.4,3.3,25.2,0.5,8.0,82.0,0.0,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png
Lublin,2020-09-22,23.4,12.9,20.1,12.2,0.0,10.0,59.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Kutno,2018-03-17,-1.6,-5.3,-3.3,29.5,0.6,8.8,42.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Kutno,2020-02-22,8.2,1.2,5.2,39.2,0.1,10.0,70.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Bialystok,2019-10-11,13.0,6.7,10.7,22.0,0.3,10.0,80.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Bialystok,2019-10-04,11.9,4.3,9.3,15.8,0.5,8.9,77.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Kutno,2021-01-25,0.5,-6.2,-0.3,26.3,1.8,5.8,93.0,0.0,Heavy snow,//cdn.weatherapi.com/weather/64x64/day/338.png
Lublin,2019-02-26,6.7,0.5,4.2,31.7,0.2,10.0,82.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Jarocin,2019-04-03,17.2,6.3,13.7,28.8,0.1,10.0,58.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Wroclaw,2017-04-14,11.8,5.4,9.0,24.5,0.4,9.9,70.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Bialystok,2017-08-06,23.6,13.8,21.1,21.6,1.9,9.8,73.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Plock,2020-08-16,25.7,15.7,22.8,14.8,0.0,10.0,56.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Bialystok,2017-08-13,19.7,13.4,17.8,14.0,3.1,9.1,79.0,0.0,Patchy light drizzle,//cdn.weatherapi.com/weather/64x64/day/263.png
Bialystok,2018-08-09,28.7,17.1,26.0,24.8,0.0,10.0,66.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Plock,2018-09-23,14.7,9.5,12.7,18.7,12.8,7.6,75.0,0.0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png
Gostyn,2017-01-17,-0.6,-4.7,-2.4,8.6,0.2,5.1,94.0,0.0,Freezing fog,//cdn.weatherapi.com/weather/64x64/day/260.png
Wroclaw,2020-05-11,15.4,3.7,11.3,29.9,21.0,6.3,91.0,0.0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png
Belchatow,2020-11-11,8.8,3.4,6.7,11.9,0.0,8.0,87.0,0.0,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png
Wroclaw,2018-06-25,20.8,8.7,17.9,14.0,3.7,8.5,77.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Kutno,2018-06-08,26.3,11.6,22.7,11.2,0.0,10.0,62.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Belchatow,2020-11-04,9.5,6.1,8.9,11.9,5.3,9.4,84.0,0.0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png
Jarocin,2018-06-17,27.1,16.3,25.0,9.4,1.2,9.9,62.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Szczecin,2018-08-09,31.6,19.3,28.0,19.1,4.1,9.6,65.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Lodz,2020-01-16,7.1,2.7,5.3,23.0,0.0,10.0,82.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Kutno,2017-12-19,-0.8,-3.5,-2.3,10.1,0.0,10.0,84.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Kutno,2019-09-25,14.3,9.6,13.1,13.7,1.6,6.9,84.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Jarocin,2020-05-23,14.2,7.0,11.8,20.2,8.6,8.3,75.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Lodz,2017-03-23,7.6,2.6,5.8,24.1,1.5,7.9,79.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Pleszew,2020-01-21,3.7,0.0,2.1,23.0,0.0,10.0,76.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Jarocin,2021-01-29,-0.2,-2.6,-1.3,15.5,2.0,8.3,79.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Belchatow,2017-06-29,27.3,17.1,24.8,27.0,1.9,9.8,66.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Plock,2020-01-23,2.9,-0.3,1.1,15.1,0.0,10.0,77.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Jarocin,2017-04-26,9.6,2.2,7.4,7.9,0.3,9.0,71.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Pleszew,2018-02-15,0.8,-1.7,-0.3,18.7,0.1,10.0,76.0,0.0,Light snow,//cdn.weatherapi.com/weather/64x64/day/326.png
Krotoszyn,2017-02-20,5.8,-0.1,4.2,25.2,2.8,7.6,94.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Lodz,2019-03-29,12.4,4.3,9.5,15.5,0.0,10.0,79.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Plock,2021-02-24,10.3,4.1,8.1,11.9,0.0,10.0,89.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Lublin,2016-10-19,10.1,4.3,7.4,12.2,0.1,10.0,85.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Rawicz,2020-01-10,8.1,4.3,7.7,25.6,2.7,9.8,81.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Rawicz,2019-02-08,4.8,0.5,2.4,26.3,1.5,9.9,89.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Rawicz,2019-10-01,17.4,10.0,15.0,23.4,0.0,10.0,76.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Lodz,2017-01-26,-0.4,-5.4,-2.8,8.3,0.1,3.4,95.0,0.0,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png
Gostyn,2018-06-28,22.1,15.0,21.0,24.8,3.2,8.4,81.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Rawicz,2019-05-01,16.6,5.6,13.9,20.5,3.3,9.8,71.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Bialystok,2019-01-31,-0.2,-3.1,-1.0,12.2,2.0,5.1,97.0,0.0,Moderate snow,//cdn.weatherapi.com/weather/64x64/day/332.png
Plock,2019-03-11,5.8,0.7,3.7,25.2,9.5,7.5,77.0,0.0,Moderate or heavy snow showers,//cdn.weatherapi.com/weather/64x64/day/371.png
Rawicz,2020-06-19,19.0,17.2,18.5,22.3,3.1,9.9,88.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Szczecin,2017-01-22,1.1,-1.1,0.3,10.8,0.1,2.3,97.0,0.0,Fog,//cdn.weatherapi.com/weather/64x64/day/248.png
Plock,2018-05-09,25.2,12.3,22.2,18.0,3.7,9.4,72.0,0.0,Thundery outbreaks possible,//cdn.weatherapi.com/weather/64x64/day/200.png
Bialystok,2019-01-24,-8.0,-11.3,-9.4,16.2,0.0,8.0,93.0,0.0,Light snow,//cdn.weatherapi.com/weather/64x64/day/326.png
Lodz,2020-03-13,7.5,3.9,6.2,33.1,1.3,10.0,64.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
